capture,t,target_earfcn,ho_relation,attributed,event,a3_offset_db,hysteresis_db,ttt_ms,report_relation,ms_report_to_command
XCAL12Sept,2026-09-12 16:24:34.870,40538,intra-frequency,True,A6,,1.0,160.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:24:38.368,250,inter-frequency,True,A5,,1.0,640.0,inter-frequency,100.0
XCAL12Sept,2026-09-12 16:24:40.069,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:24:40.968,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:24:43.269,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:24:44.273,250,intra-frequency,True,A4,,1.0,640.0,inter-frequency,105.0
XCAL12Sept,2026-09-12 16:25:01.775,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,99.0
XCAL12Sept,2026-09-12 16:25:02.376,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:26:15.408,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL12Sept,2026-09-12 16:26:28.582,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL12Sept,2026-09-12 16:26:32.279,250,intra-frequency,True,periodical,,,,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:26:42.697,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,93.0
XCAL12Sept,2026-09-12 16:26:44.600,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL12Sept,2026-09-12 16:27:21.998,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,86.0
XCAL12Sept,2026-09-12 16:27:23.400,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL12Sept,2026-09-12 16:27:29.599,40340,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,600.0
XCAL12Sept,2026-09-12 16:27:31.404,250,inter-frequency,True,A1,,1.0,640.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:27:35.320,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL12Sept,2026-09-12 16:27:40.409,40142,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL12Sept,2026-09-12 16:27:48.300,40340,inter-frequency,True,,,,,unknown,100.0
XCAL12Sept,2026-09-12 16:28:24.507,40340,intra-frequency,True,A5,,1.0,640.0,inter-frequency,105.0
XCAL12Sept,2026-09-12 16:28:28.807,40340,intra-frequency,False,none in 2 s,,,,,
XCAL13Sept,2026-09-13 13:55:01.178,250,inter-frequency,True,A1,,0.5,1024.0,intra-frequency,4.0
XCAL13Sept,2026-09-13 13:55:45.036,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,64.0
XCAL13Sept,2026-09-13 13:57:23.944,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,4.0
XCAL13Sept,2026-09-13 13:58:04.974,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL13Sept,2026-09-13 13:58:08.698,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,16.0
XCAL13Sept,2026-09-13 13:58:14.489,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL13Sept,2026-09-13 13:59:07.706,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,95.0
XCAL13Sept,2026-09-13 13:59:12.315,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 13:59:23.694,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 13:59:34.398,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,403.0
XCAL13Sept,2026-09-13 13:59:45.096,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:00:08.850,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL13Sept,2026-09-13 14:00:35.396,250,intra-frequency,False,none in 2 s,,,,,
XCAL13Sept,2026-09-13 14:01:01.454,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:01:18.989,40340,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL13Sept,2026-09-13 14:01:22.292,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:01:31.495,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:01:33.114,250,inter-frequency,True,A5,,1.0,320.0,inter-frequency,1.0
XCAL13Sept,2026-09-13 14:01:50.422,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,398.0
XCAL13Sept,2026-09-13 14:01:52.320,40142,inter-frequency,True,A5,,1.0,640.0,inter-frequency,195.0
XCAL13Sept,2026-09-13 14:02:15.156,250,inter-frequency,True,periodical,,,,intra-frequency,1303.0
XCAL13Sept,2026-09-13 14:02:20.845,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,692.0
XCAL13Sept,2026-09-13 14:02:24.432,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:02:32.639,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1698.9999999999998
XCAL13Sept,2026-09-13 14:02:34.137,40538,inter-frequency,True,A6,,1.0,160.0,inter-frequency,697.0
XCAL13Sept,2026-09-13 14:02:36.939,250,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL13Sept,2026-09-13 14:02:38.339,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,702.0
XCAL13Sept,2026-09-13 14:02:55.643,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:03:15.651,250,intra-frequency,True,A1,,1.0,640.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:03:29.156,1600,inter-frequency,True,A1,,0.5,480.0,intra-frequency,601.0
XCAL13Sept,2026-09-13 14:03:36.863,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,94.0
XCAL13Sept,2026-09-13 14:03:55.968,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:04:02.370,1600,intra-frequency,False,none in 2 s,,,,,
XCAL13Sept,2026-09-13 14:04:07.169,1600,intra-frequency,True,A6,,1.0,160.0,inter-frequency,200.0
XCAL13Sept,2026-09-13 14:04:14.576,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:04:16.377,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:04:18.678,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:04:20.880,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:04:21.479,1600,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,198.0
XCAL13Sept,2026-09-13 14:04:31.001,1600,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,604.0
XCAL13Sept,2026-09-13 14:04:34.404,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL13Sept,2026-09-13 14:04:36.305,40340,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
XCAL13Sept,2026-09-13 14:04:38.404,40340,intra-frequency,True,A5,,1.0,640.0,inter-frequency,295.0
XCAL13Sept,2026-09-13 14:04:43.207,250,inter-frequency,True,A4,,1.0,640.0,inter-frequency,101.0
XCAL13Sept,2026-09-13 14:04:53.231,250,intra-frequency,True,A6,,1.0,640.0,inter-frequency,1200.0
XCAL13Sept,2026-09-13 14:04:58.940,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,8.0
XCAL13Sept,2026-09-13 14:05:02.031,250,intra-frequency,True,A5,,1.0,640.0,inter-frequency,198.0
XCAL13Sept,2026-09-13 14:05:03.032,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:05:04.632,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:05:05.433,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:05:11.337,1600,inter-frequency,True,A3,-15.0,1.0,160.0,inter-frequency,104.0
XCAL13Sept,2026-09-13 14:05:18.027,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:05:19.530,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:05:22.332,1600,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL13Sept,2026-09-13 14:05:30.965,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,11.0
XCAL13Sept,2026-09-13 14:05:31.870,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:05:33.278,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:05:35.165,250,inter-frequency,True,A4,,1.0,640.0,inter-frequency,91.0
XCAL13Sept,2026-09-13 14:05:36.669,40340,inter-frequency,True,A4,,1.0,640.0,inter-frequency,1.0
XCAL13Sept,2026-09-13 14:05:52.474,40340,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1502.0
XCAL13Sept,2026-09-13 14:05:58.788,40340,intra-frequency,False,none in 2 s,,,,,
XCAL13Sept,2026-09-13 14:05:59.889,40340,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL13Sept,2026-09-13 14:06:04.286,250,inter-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,1199.0
XCAL13Sept,2026-09-13 14:06:10.788,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,199.0
XCAL13Sept,2026-09-13 14:06:12.188,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL13Sept,2026-09-13 14:06:12.793,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:06:20.248,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:06:20.852,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:06:21.849,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:06:23.366,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,413.0
XCAL13Sept,2026-09-13 14:06:25.964,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL13Sept,2026-09-13 14:06:29.968,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,303.0
XCAL13Sept,2026-09-13 14:06:34.976,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:06:35.677,250,intra-frequency,True,A3,-15.0,1.0,160.0,intra-frequency,294.0
XCAL13Sept,2026-09-13 14:06:38.477,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL13Sept,2026-09-13 14:06:40.681,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:06:42.984,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:06:47.391,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,4.0
XCAL13Sept,2026-09-13 14:06:52.799,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:06:54.797,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:06:57.599,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:07:09.209,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL13Sept,2026-09-13 14:07:12.616,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,895.0
XCAL13Sept,2026-09-13 14:07:15.117,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:07:16.541,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,13.0
XCAL13Sept,2026-09-13 14:07:17.931,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:07:20.234,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,90.0
XCAL13Sept,2026-09-13 14:07:23.231,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,3.0
XCAL13Sept,2026-09-13 14:07:35.651,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,7.0
XCAL13Sept,2026-09-13 14:07:41.045,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:08:03.346,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,96.0
XCAL13Sept,2026-09-13 14:08:24.568,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:08:28.268,250,intra-frequency,True,A1,,0.5,480.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:08:30.667,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:08:57.784,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:09:05.174,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:09:06.575,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,98.0
XCAL13Sept,2026-09-13 14:09:09.191,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,2.0
XCAL13Sept,2026-09-13 14:09:26.597,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:09:27.799,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,194.0
XCAL13Sept,2026-09-13 14:09:35.411,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,10.0
XCAL13Sept,2026-09-13 14:09:36.013,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,99.0
XCAL13Sept,2026-09-13 14:09:41.509,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:09:46.121,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,100.0
XCAL13Sept,2026-09-13 14:09:51.823,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,201.0
XCAL13Sept,2026-09-13 14:09:59.527,250,intra-frequency,True,A3,-10.0,2.0,640.0,intra-frequency,101.0
XCAL13Sept,2026-09-13 14:10:00.930,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,203.0
XCAL13Sept,2026-09-13 14:10:03.433,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:10:06.533,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,102.0
XCAL13Sept,2026-09-13 14:10:07.735,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,103.0
XCAL13Sept,2026-09-13 14:10:13.402,250,intra-frequency,True,A3,1.0,1.0,320.0,intra-frequency,1.0
XCAL13Sept,2026-09-13 14:10:17.515,40538,inter-frequency,True,A5,,1.0,640.0,inter-frequency,1.0
